merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size
MCH2123,Lala And Sons,5311,Department Stores,Private Limited,Mumbai,Maharashtra,2025-03-01 05:53:00,,ACTIVE,13187.41
MCH5230,Bajaj Ltd,4131,Transportation,Partnership,Delhi,Delhi,2024-01-02 00:00:00,8842729592,ACTIVE,3959.52
MCH9972,"Bakshi, Tata And Parmer",5311,Department Stores,Sole Proprietorship,Hyderabad,Telangana,2024-08-14 00:00:00,ATOC5117985834296,ACTIVE,1398.48
MCH3672,"Ray, Radhakrishnan And Parmar",7011,Hotels & Lodging,Private Limited,Lucknow,Uttar Pradesh,2024-11-30 20:09:36,GKAL4059180951446,ACTIVE,801.35
MCH3187,"Mand, Singhal And Raman",5912,Pharmacies & Healthcare,Sole Proprietorship,Kolkata,West Bengal,2023-07-11 07:10:22,ZOEN9168175383897,ACTIVE,4276.66
MCH6247,Dhar-Ram,4814,Telecommunication Services,Individual,Jaipur,Rajasthan,2026-01-14 00:00:00,,ACTIVE,468.52
MCH4438,Vasa-Divan,5311,Department Stores,Partnership,Kolkata,West Bengal,2025-10-09 05:49:00,DDPR9154239625573,ACTIVE,1288.65
MCH7960,Comar-Ramesh,5411,Grocery Stores,Sole Proprietorship,Amritsar,Punjab,2023-01-05 00:00:00,XXXX2411,ACTIVE,
MCH3578,"Badal, Gopal And Walla",4131,Transportation,Individual,Amritsar,Punjab,2024-05-19 20:33:00,CBPY2495238962575,ACTIVE,14795.0
MCH5265,"Jain, Jaggi And Gara",5699,Apparel & Clothing,Individual,Jaipur,Rajasthan,2023-10-05 00:00:00,XXXX8547,ACTIVE,617.01
MCH1053,"Gera, Grover And Sehgal",4814,Telecommunication Services,Individual,Amritsar,Punjab,2025-02-22 00:00:00,,ACTIVE,708.11
MCH7840,Sood Llc,5311,Department Stores,Individual,Pune,Maharashtra,2023-09-26 00:00:00,XXXX2181,ACTIVE,394.0
MCH5954,"Chand, Dora And Dey",5812,Restaurants & Dining,Private Limited,Chennai,Tamil Nadu,2025-08-28 14:38:01,,ACTIVE,1159.45
MCH4944,"Pillai, Kurian And Sunder",5411,Grocery Stores,Sole Proprietorship,Mumbai,Maharashtra,2023-04-08 22:00:12,XXXX3249,ACTIVE,907.45
MCH3216,K0Thari-Bhatia,5411,Grocery Stores,Sole Proprietorship,Hyderabad,Telangana,2025-01-28 12:09:00,3754349166,ACTIVE,1987.15
MCH6260,Mittal Plc,5912,Pharmacies & Healthcare,Private Limited,Lucknow,Uttar Pradesh,2025-01-27 15:46:00,XXXX9807,ACTIVE,
MCH8428,"Keer, Batra And Kapadia",7011,Hotels & Lodging,Partnership,Jalandhar,Punjab,2024-08-19 14:22:51,,ACTIVE,2475.47
MCH9021,Sandhu-Jayaraman,5311,Department Stores,Private Limited,Delhi,Delhi,,,ACTIVE,1258.68
MCH3475,"Wadhwa, Banik And Prakash",5812,Restaurants & Dining,Private Limited,Jaipur,Rajasthan,2025-01-16 00:00:00,4792307270,ACTIVE,335.53
MCH4720,Sha Ltd,5411,Grocery Stores,Partnership,Chennai,Tamil Nadu,2024-04-05 00:00:00,0136765801,ACTIVE,874.68
MCH5097,Sathe Inc,5311,Department Stores,Sole Proprietorship,Jaipur,Rajasthan,2023-05-07 00:00:00,XXXX5532,ACTIVE,997.33
MCH7628,"Mander, Guha And Varty",4814,Telecommunication Services,Sole Proprietorship,Mumbai,Maharashtra,2026-01-12 00:00:00,0845621446,SUSPENDED,8496.25
MCH6466,Randhawa Llc,5311,Department Stores,Individual,Pune,Maharashtra,2024-06-03 00:00:00,WUJF6073785687916,ACTIVE,3082.9
MCH4744,Tiwari-Bedi,5942,Books & Stationery,Sole Proprietorship,Poona,Maharashtra,2024-07-13 00:00:00,0085843923,INACTIVE,1636.0
MCH6861,Gandhi-Shukla,5411,Grocery Stores,Partnership,Kolkata,West Bengal,2024-01-09 00:00:00,,ACTIVE,1540.0
MCH9593,Varty-Lala,5942,Books & Stationery,Individual,Lucknow,Uttar Pradesh,2024-02-08 00:00:00,DUTM3222823880955,ACTIVE,3004.61
MCH9482,"Vasa, Chada And Iyengar",5411,Grocery Stores,Partnership,Hyderabad,Telangana,,XXXX4559,ACTIVE,600.13
MCH6501,Ka1A-Garg,5699,Apparel & Clothing,Sole Proprietorship,Ludhiana,Punjab,2023-05-07 00:00:00,5422601773,ACTIVE,471.98
MCH2007,"Mahal, Divan And Sharaf",5999,Miscellaneous Retail,Sole Proprietorship,Jalandhar,Punjab,2023-02-02 22:14:37,4814016835,ACTIVE,435.32
MCH3105,Bandi Plc,5311,Department Stores,Sole Proprietorship,Mumbay,Maharashtra,2026-01-05 07:13:24,1280850023,ACTIVE,1578.41
MCH7654,Chakraborty Inc,5699,Apparel & Clothing,Sole Proprietorship,Lucknow,Uttar Pradesh,,,ACTIVE,1250.0
MCH2778,Madan Plc,5912,Pharmacies & Healthcare,Sole Proprietorship,Amritsar,Punjab,2024-03-25 00:00:00,XXXX3934,ACTIVE,4029.72
MCH6056,Iyengar-Hegde,4131,Transportation,Partnership,Amritsar,Punjab,2025-03-23 00:00:00,,ACTIVE,1004.69
MCH9704,"Maharaj, Sangha And Suresh",5411,Grocery Stores,Private Limited,Poona,Maharashtra,2023-01-01 16:43:00,FJDE3725342913526,ACTIVE,1435.77
MCH9916,"Sur, Palla And Goyal",4814,Telecommunication Services,Private Limited,Pune,Maharashtra,2023-09-04 08:24:31,7186592814,ACTIVE,282.0
MCH3260,Viswanathan Inc,4131,Transportation,Individual,Amritsar,Punjab,2025-09-24 18:33:11,,INACTIVE,2698.89
MCH1609,Ram-Palla,4814,Telecommunication Services,Private Limited,Mumbai,Maharashtra,2023-07-17 21:30:00,8485226822,ACTIVE,554.3
MCH2950,"Rastogi, Bhavsar And Varghese",5942,Books & Stationery,Private Limited,Bengaluru,Karnataka,2024-11-26 00:00:00,6783380146,ACTIVE,2370.66
MCH5904,Karan Ltd,5699,Apparel & Clothing,Sole Proprietorship,Bengaluru,Karnataka,2023-11-29 00:00:00,,ACTIVE,1441.0
MCH9299,Pathak-Menon,5812,Restaurants & Dining,Sole Proprietorship,Ludhiana,Punjab,2024-04-28 07:03:55,,ACTIVE,3015.0
MCH7431,Nagarajan And Sons,7011,Hotels & Lodging,Sole Proprietorship,Jaipur,Rajasthan,2023-01-04 00:00:00,XXXX7904,ACTIVE,1657.0
MCH3330,"Keer, Gupta And Som",5311,Department Stores,Private Limited,Jalandhar,Punjab,2025-11-26 00:00:00,LOCM5644673929837,ACTIVE,3134.69
MCH6805,Dora Ltd,5311,Department Stores,Private Limited,Mumbai,Maharashtra,2025-09-17 00:00:00,4896284694,ACTIVE,371.73
MCH7464,Duttallc,4131,Transportation,Private Limited,Lucknow,Uttar Pradesh,2024-09-18 00:00:00,,ACTIVE,270.92
MCH7830,Narayanan-Barad,5912,Pharmacies & Healthcare,Private Limited,Jaipur,Rajasthan,2025-12-14 17:19:27,9447863643,SUSPENDED,1497.41
MCH3454,Rajagopal-Wason,5812,Restaurants & Dining,Partnership,Hyderabad,Telangana,2024-08-22 15:32:00,XXXX7731,ACTIVE,1479.06
MCH8572,"Sheth,Sethandkulkarni",4814,Telecommunication Services,Individual,Jaipur,Rajasthan,2026-01-15 00:00:00,AQKO8183766323405,ACTIVE,4326.0
MCH7917,Parsa-Madan,5411,Grocery Stores,Sole Proprietorship,Pune,Maharashtra,2023-04-02 01:07:51,XXXX8810,INACTIVE,1524.64
MCH3362,Chander-Sangha,5411,Grocery Stores,Private Limited,Amritsar,Punjab,2026-02-26 04:43:00,,SUSPENDED,12795.59
MCH8096,Srinivas-Verma,4814,Telecommunication Services,Partnership,Mumbai,Maharashtra,,,ACTIVE,2241.14
MCH1359,Palan-Minhas,5699,Apparel & Clothing,Individual,Chennai,Tamil Nadu,2024-08-24 00:00:00,,ACTIVE,1891.91
MCH7701,Ravel-Lala,5411,Grocery Stores,Private Limited,Ludhiana,Punjab,2025-05-12 05:37:27,XXXX7294,ACTIVE,1411.44
MCH4165,Nayar Plc,5311,Department Stores,Private Limited,Delhi,Delhi,2023-06-03 00:00:00,,ON_HOLD,1388.15
MCH9137,Chakrabarti Plc,4131,Transportation,Private Limited,Jaipur,Rajasthan,2023-11-19 00:00:00,XXXX6117,ACTIVE,347.82
MCH1663,"Edwin, Kala And Barad",4131,Transportation,Individual,Chennai,Tamil Nadu,2024-07-04 00:00:00,FGIZ0772949946430,ACTIVE,449.21
MCH2921,Bakshi-Narayanan,7011,Hotels & Lodging,Private Limited,Lucknow,Uttar Pradesh,2024-06-18 00:00:00,XXXX0910,ACTIVE,6327.48
MCH2697,Shan-Warrior,4131,Transportation,Private Limited,Bengaluru,Karnataka,2024-08-02 04:05:00,,INACTIVE,1199.93
MCH3376,Sama-Gaba,5411,Grocery Stores,Individual,Hyderabad,Telangana,,XXXX4890,ACTIVE,732.24
MCH8981,Tara-Sinha,5999,Miscellaneous Retail,Individual,Bengaluru,Karnataka,2025-10-02 00:00:00,1533662903,ACTIVE,3617.0
MCH8633,Pillai-Lata,5912,Pharmacies & Healthcare,Individual,Amritsar,Punjab,2025-04-02 00:00:00,6437885672,ACTIVE,1325.55
MCH4515,Memon-Upadhyay,4131,Transportation,Sole Proprietorship,Lucknow,Uttar Pradesh,2024-04-03 17:37:57,,ACTIVE,2435.25
MCH1058,"Vyas,Virkanddatta",5311,Department Stores,Partnership,Poona,Maharashtra,2023-01-20 00:00:00,XXXX0826,ACTIVE,1504.39
MCH5064,Pandey-Sangha,5699,Apparel & Clothing,Sole Proprietorship,Bengaluru,Karnataka,2023-12-31 00:00:00,XXXX3296,ACTIVE,2028.77
MCH8059,Kapadia Plc,4814,Telecommunication Services,Sole Proprietorship,Mumbai,Maharashtra,2023-06-05 00:00:00,,INACTIVE,263.96
MCH4148,"Wali, Babu And Tank",4814,Telecommunication Services,Partnership,Jaipur,Rajasthan,2023-01-08 00:00:00,PUUF6382776692306,ACTIVE,2368.62
MCH4047,Kaul-Barad,5311,Department Stores,Sole Proprietorship,Mumbay,Maharashtra,2025-05-13 00:00:00,XXXX0729,ACTIVE,986.5
MCH6469,"Bahl, Barad And Dhillon",5311,Department Stores,Private Limited,Chennai,Tamil Nadu,2025-10-02 00:00:00,,ACTIVE,931.21
MCH4208,Devi-Mangal,5942,Books & Stationery,Sole Proprietorship,Ludhiana,Punjab,2025-08-27 16:16:44,,ACTIVE,1564.41
MCH2709,"Iyengar, Dugar And Chacko",7011,Hotels & Lodging,Private Limited,Jaipur,Rajasthan,2023-09-16 04:28:40,XXXX4012,ACTIVE,2413.11
MCH4289,Singhal-Dasgupta,5699,Apparel & Clothing,Partnership,Bengaluru,Karnataka,2025-02-17 00:00:00,ZEDE0222029565689,ACTIVE,809.48
MCH3946,Dhar-Buch,5812,Restaurants & Dining,Partnership,Delhi,Delhi,2025-07-02 06:28:57,YGDI8437831559376,ACTIVE,1451.62
MCH2402,Dhillon Group,5912,Pharmacies & Healthcare,Individual,Mumbay,Maharashtra,2024-02-12 07:15:12,IEQW6694363532348,ACTIVE,1477.89
MCH7604,"Varkey, Hayer And Ratti",5411,Grocery Stores,Partnership,Chennai,Tamil Nadu,2025-02-17 00:00:00,XXXX6093,ACTIVE,868.52
MCH7154,"Raj, Ram And Chokshi",5812,Restaurants & Dining,Private Limited,Chennai,Tamil Nadu,2023-05-11 12:39:00,,ACTIVE,242.8
MCH7138,Shere-Shankar,5411,Grocery Stores,Sole Proprietorship,Chennai,Tamil Nadu,2024-03-07 10:53:23,CDLC2524893044250,ACTIVE,1960.27
MCH9040,Sharma-Dubey,5942,Books & Stationery,Sole Proprietorship,Jaipur,Rajasthan,2023-06-25 10:52:00,XXXX1697,ACTIVE,573.1
MCH3021,"Hegde, Kibe And Gade",4814,Telecommunication Services,Private Limited,Kolkata,West Bengal,2023-09-13 19:33:51,,ACTIVE,
MCH5307,"Balan, Varughese And Dave",5812,Restaurants & Dining,Partnership,Pune,Maharashtra,,SMCN8377573336751,ACTIVE,204.07
MCH9906,Sani-Tailor,5311,Department Stores,Partnership,Chennai,Tamil Nadu,2024-11-20 00:00:00,,ACTIVE,3953.0
MCH7987,Mangat-Sundaram,5912,Pharmacies & Healthcare,Individual,Chennai,Tamil Nadu,2023-02-25 00:00:00,XXXX1113,ACTIVE,2275.51
MCH4652,Mistry Inc,5812,Restaurants & Dining,Private Limited,Ludhiana,Punjab,2024-07-25 18:24:49,0761661593,ACTIVE,3458.11
MCH4000,"Dewan, Sunder And Bhakta",5411,Grocery Stores,Private Limited,Kolkata,West Bengal,2023-06-25 20:40:27,KUHA3646516215943,ACTIVE,3205.97
MCH7442,"Tand0N, Tak And Mane",5699,Apparel & Clothing,Partnership,Chennai,Tamil Nadu,2024-09-12 00:00:00,,ACTIVE,1620.41
MCH9101,Pal-Ramesh,4131,Transportation,Partnership,Pune,Maharashtra,2024-05-29 14:48:09,XXXX0762,ACTIVE,1223.0
MCH8363,Salvi Group,7011,Hotels & Lodging,Sole Proprietorship,Lucknow,Uttar Pradesh,2024-11-20 00:00:00,,ACTIVE,833.32
MCH8511,Narain-Nori,5411,Grocery Stores,Partnership,Kolkata,West Bengal,2023-04-02 14:35:12,,ACTIVE,4133.84
MCH7945,"Barad, Wagle And Raju",5912,Pharmacies & Healthcare,Individual,Ludhiana,Punjab,2023-01-24 00:00:00,EHNZ2779616653327,ACTIVE,268.67
MCH9175,Bhatt Ltd,7011,Hotels & Lodging,Sole Proprietorship,Bengaluru,Karnataka,2025-04-27 18:17:00,2467254885,ACTIVE,567.73
MCH3025,"Sachdeva, Bora And Hegde",4131,Transportation,Private Limited,Pune,Maharashtra,2024-08-15 00:00:00,3805315664,ACTIVE,611.84
MCH2608,"Loyal, Ghosh And Gaba",5999,Miscellaneous Retail,Individual,Hyderabad,Telangana,2025-03-21 00:00:00,ZBIP4363265097456,ACTIVE,869.47
MCH2354,"Toor, Nagi And Dara",5912,Pharmacies & Healthcare,Sole Proprietorship,Pune,Maharashtra,2024-04-12 23:57:41,AIXG4946165098881,ACTIVE,1954.79
MCH8069,Memon Inc,7011,Hotels & Lodging,Individual,Amritsar,Punjab,2023-09-09 20:32:00,XXXX8900,ACTIVE,557.54
MCH3797,"Dhaliwal, Parekh And Dey",7011,Hotels & Lodging,Partnership,Jalandhar,Punjab,2024-11-02 00:00:00,XXXX1096,SUSPENDED,
MCH4336,"Prasad, Bhagat And De",5411,Grocery Stores,Partnership,Hyderabad,Telangana,2023-05-22 00:00:00,FQWT9362753717033,ACTIVE,614.99
MCH5257,Kara-Sibal,4814,Telecommunication Services,Individual,Bengaluru,Karnataka,,WHEV2991802850485,ACTIVE,1601.92
MCH4971,"Gopal, Jayaraman And Narayan",5942,Books & Stationery,Individual,Lucknow,Uttar Pradesh,2024-11-20 07:33:00,,ACTIVE,650.74
MCH2649,Pandya Plc,5411,Grocery Stores,Individual,Pune,Maharashtra,2025-05-31 00:00:00,XXXX1050,ACTIVE,6206.32
MCH7190,Som-Kibe,5699,Apparel & Clothing,Private Limited,Lucknow,Uttar Pradesh,2023-04-09 07:24:49,,ACTIVE,2254.41
MCH1515,"Mall, Kara And Sastry",5699,Apparel & Clothing,Partnership,Hyderabad,Telangana,2024-07-19 00:00:00,9073071658,ACTIVE,
MCH4197,Chaudry Group,5912,Pharmacies & Healthcare,Private Limited,Pune,Maharashtra,,UHGU5811611698099,ACTIVE,4814.44
MCH9716,"Kadakia, Mishra And Ba1I",5812,Restaurants & Dining,Private Limited,Lucknow,Uttar Pradesh,2023-09-09 13:40:00,4695594803,ACTIVE,1762.09
MCH5164,"Yohannan,Sahniandbasak",5311,Department Stores,Individual,Mumbay,Maharashtra,2023-09-01 00:00:00,8938397659,INACTIVE,830.61
MCH6827,Mangat And Sons,5912,Pharmacies & Healthcare,Sole Proprietorship,Jalandhar,Punjab,,4120235225,ACTIVE,1859.4
MCH4228,"Singhal, Bhasin And Kaul",5699,Apparel & Clothing,Private Limited,Amritsar,Punjab,2025-05-23 00:00:00,6707310647,ACTIVE,896.57
MCH3139,Arya-Rau,7011,Hotels & Lodging,Sole Proprietorship,Kolkata,West Bengal,2024-05-17 00:00:00,,ACTIVE,10507.41
MCH1578,Gala Ltd,5999,Miscellaneous Retail,Individual,Bengaluru,Karnataka,2023-04-13 00:00:00,,ACTIVE,446.42
MCH9403,"Bains,Banerjeeandbansal",7011,Hotels & Lodging,Partnership,Mumbai,Maharashtra,2025-02-22 16:11:00,,INACTIVE,1838.83
MCH7408,Bala Group,5999,Miscellaneous Retail,Private Limited,Hyderabad,Telangana,2026-01-13 00:00:00,CMJA0173542788867,ACTIVE,1032.22
MCH5036,Dutt-Nagy,5812,Restaurants & Dining,Individual,Delhi,Delhi,2023-03-15 00:48:00,,ACTIVE,1947.0
MCH2862,Bhasin Group,5699,Apparel & Clothing,Partnership,Jaipur,Rajasthan,2023-07-20 00:00:00,FHYX9050690414655,ACTIVE,544.8
MCH8501,Koshy-Mukherjee,7011,Hotels & Lodging,Partnership,Hyderabad,Telangana,2023-08-21 00:00:00,,ACTIVE,3180.8
MCH7852,"Kapadia, K0Nda And Luthra",7011,Hotels & Lodging,Sole Proprietorship,Chennai,Tamil Nadu,2023-05-12 06:13:06,XXXX7199,ON_HOLD,4401.63
MCH6257,"Parsa, Rana And Raja",5812,Restaurants & Dining,Partnership,Bengaluru,Karnataka,2023-03-28 20:34:00,0948269604,ACTIVE,2744.98
MCH1406,Parmer-Goswami,7011,Hotels & Lodging,Private Limited,Bengaluru,Karnataka,2024-07-11 00:00:00,XXXX3050,ACTIVE,2632.53
MCH9914,Nayar Group,5311,Department Stores,Individual,Amritsar,Punjab,2024-05-26 03:30:00,PBUY1561698017263,ACTIVE,5811.91
MCH2894,Nori-Kurian,5812,Restaurants & Dining,Partnership,Lucknow,Uttar Pradesh,2024-12-15 00:00:00,RJBD4464019057563,SUSPENDED,2634.83
MCH8419,Nigam Inc,4814,Telecommunication Services,Sole Proprietorship,Amritsar,Punjab,2025-10-01 08:52:00,WLCE4900884368712,ACTIVE,462.51
MCH9266,Chatterjee Group,5411,Grocery Stores,Sole Proprietorship,Bengaluru,Karnataka,,XXXX2510,SUSPENDED,726.18
MCH5687,"Prasad, Tank And Char",4131,Transportation,Individual,Ludhiana,Punjab,,XXXX6544,ACTIVE,487.38
MCH6376,"Naik, Dhillon And Sama",5942,Books & Stationery,Partnership,Jalandhar,Punjab,2024-01-20 00:00:00,KHDL5323426037616,ACTIVE,2593.39
MCH6980,Sarna-Rajagopal,5999,Miscellaneous Retail,Partnership,Jalandhar,Punjab,2024-02-13 12:55:41,,ACTIVE,5229.33
MCH7493,Sachdeva-Pillai,5699,Apparel & Clothing,Private Limited,Kolkata,West Bengal,2026-01-18 20:12:00,1151514873,INACTIVE,203.44
MCH2314,"Tank, Bera And Dash",5812,Restaurants & Dining,Sole Proprietorship,Kolkata,West Bengal,2023-01-02 01:03:00,,ACTIVE,2905.93
MCH3895,Wable-Sarna,7011,Hotels & Lodging,Private Limited,Jaipur,Rajasthan,2024-06-20 00:00:00,,INACTIVE,797.39
MCH4441,"Sachdev, Doctor And Subramanian",5311,Department Stores,Partnership,Chennai,Tamil Nadu,2023-06-08 00:00:00,6376514375,INACTIVE,3222.79
MCH7996,Bhargava Llc,5912,Pharmacies & Healthcare,Private Limited,Amritsar,Punjab,2024-12-18 00:00:00,BYTJ9061277350740,INACTIVE,830.56
MCH1514,"Lata, Raja And Parsa",5311,Department Stores,Private Limited,Jalandhar,Punjab,2024-06-14 17:26:04,XXXX1457,ACTIVE,553.18
MCH4356,"Basak, Sur And Sundaram",4814,Telecommunication Services,Partnership,Delhi,Delhi,2024-07-22 00:00:00,,ACTIVE,1661.0
MCH8187,"Chada, Mammen And Lanka",4131,Transportation,Sole Proprietorship,Ldh,Punjab,2025-06-03 00:00:00,3255945345,ACTIVE,671.0
MCH5420,Sahni-Ghosh,7011,Hotels & Lodging,Sole Proprietorship,Kolkata,West Bengal,2025-09-26 21:42:00,1296057901,ACTIVE,1993.6
MCH7552,Som And Sons,4814,Telecommunication Services,Sole Proprietorship,Pune,Maharashtra,2025-07-21 00:00:00,4455888078,ACTIVE,1934.0
MCH2546,Kant Group,5912,Pharmacies & Healthcare,Sole Proprietorship,Amritsar,Punjab,2025-04-04 00:00:00,VVGC5802490491946,ACTIVE,4120.12
MCH7178,Devan And Sons,5411,Grocery Stores,Sole Proprietorship,Kolkata,West Bengal,2023-11-11 00:00:00,,INACTIVE,758.21
MCH5376,"Narayanan, Palla And Tripathi",4814,Telecommunication Services,Sole Proprietorship,Ludhiana,Punjab,2025-08-14 00:00:00,IUFK0088105725528,ACTIVE,2169.37
MCH2857,Bhattacharyya Inc,4131,Transportation,Private Limited,Jalandhar,Punjab,2025-07-13 00:00:00,AFIK7241528245690,ACTIVE,4557.38
MCH7419,Minhas Inc,5699,Apparel & Clothing,Individual,Bengaluru,Karnataka,2023-05-03 00:00:00,IRMQ2437668083455,ACTIVE,
MCH2956,"Wali, Khatri And Mistry",4814,Telecommunication Services,Sole Proprietorship,Lucknow,Uttar Pradesh,2025-02-06 00:00:00,3651063150,INACTIVE,4934.63
MCH5000,Lad Group,5999,Miscellaneous Retail,Private Limited,Kolkata,West Bengal,2025-01-05 17:26:50,,ACTIVE,341.11
MCH4301,Thakur Inc,5942,Books & Stationery,Partnership,Delhi,Delhi,2023-04-29 06:39:16,,ACTIVE,4449.0
MCH3433,"Pathak, Sathe And Rama",5411,Grocery Stores,Private Limited,Kolkata,West Bengal,2025-12-22 00:00:00,XXXX0746,INACTIVE,3697.0
MCH4172,"Khosla, Tak And Mahajan",5912,Pharmacies & Healthcare,Partnership,Kolkata,West Bengal,2024-03-23 00:00:00,,ACTIVE,1964.28
MCH9821,Natt-Kibe,5699,Apparel & Clothing,Private Limited,Chennai,Tamil Nadu,2025-05-03 00:00:00,XXXX1748,ACTIVE,4072.48
MCH1796,Kohli-Nagar,5942,Books & Stationery,Individual,Amritsar,Punjab,2024-07-20 00:00:00,,ACTIVE,741.16
MCH9913,Das Ltd,4814,Telecommunication Services,Partnership,Lucknow,Uttar Pradesh,2024-08-10 00:00:00,,ACTIVE,442.64
MCH1054,Cheema Ltd,5311,Department Stores,Private Limited,Pune,Maharashtra,2023-05-27 00:00:00,,ACTIVE,868.09
MCH7032,"Mangat, Naik And Kakar",7011,Hotels & Lodging,Private Limited,Amritsar,Punjab,2023-01-09 00:00:00,,ACTIVE,
MCH3666,Gera-Ranganathan,4131,Transportation,Partnership,Jaipur,Rajasthan,2023-04-12 00:00:00,,ACTIVE,243.55
MCH8581,"Sundaram, Sekhon And Andra",7011,Hotels & Lodging,Partnership,Jalandhar,Punjab,2024-11-14 00:00:00,,ACTIVE,953.97
MCH5747,"Narasimhan, Doshi And Pall",5812,Restaurants & Dining,Private Limited,Kolkata,West Bengal,2025-05-08 00:00:00,XXXX9034,ACTIVE,4280.12
MCH4220,Gopal-Dara,5699,Apparel & Clothing,Individual,Bengaluru,Karnataka,2025-10-02 13:08:23,,ACTIVE,532.47
MCH1676,"Palla, Gupta And Narain",4814,Telecommunication Services,Sole Proprietorship,Jalandhar,Punjab,2025-11-27 17:23:23,,ACTIVE,750.53
MCH5644,Prabhu-Chaudhry,5699,Apparel & Clothing,Individual,Hyderabad,Telangana,2025-09-05 20:50:00,ZHTO8764288741052,ACTIVE,2643.86
MCH4051,Sharma-Viswanathan,4131,Transportation,Individual,Delhi,Delhi,2025-02-23 00:00:00,,ACTIVE,1135.12
MCH8911,Bava Llc,5942,Books & Stationery,Sole Proprietorship,Hyderabad,Telangana,2025-06-14 08:41:00,,ACTIVE,3342.77
MCH7914,Grover-Karnik,4814,Telecommunication Services,Sole Proprietorship,Jaipur,Rajasthan,2023-11-30 00:00:00,,ACTIVE,1922.54
MCH5973,Biswas-Dass,5699,Apparel & Clothing,Sole Proprietorship,Lucknow,Uttar Pradesh,2025-11-25 00:00:00,XXXX1507,ACTIVE,
MCH2077,Kara Plc,5812,Restaurants & Dining,Individual,Amritsar,Punjab,2025-11-15 02:48:00,XXXX1473,ACTIVE,239.1
MCH3424,Tandon-Raja,5411,Grocery Stores,Private Limited,Pune,Maharashtra,2023-08-09 00:00:00,LJDU7390595746498,INACTIVE,1643.97
MCH5079,Ramaswamy-Trivedi,5311,Department Stores,Private Limited,Bengaluru,Karnataka,2024-07-01 00:00:00,MSIB5848944508855,ON_HOLD,549.02
MCH1229,"Sen, Dewan And Tripathi",5942,Books & Stationery,Private Limited,Amritsar,Punjab,2025-02-19 00:00:00,JECT9983029325791,ACTIVE,2028.74
MCH6990,Apte-Choudhary,4131,Transportation,Partnership,Bengaluru,Karnataka,2023-05-05 00:00:00,,ACTIVE,3342.47
MCH3913,Tank-Pathak,5311,Department Stores,Individual,Jalandhar,Punjab,,,ACTIVE,2215.86
MCH7469,Dua Llc,5812,Restaurants & Dining,Sole Proprietorship,Pune,Maharashtra,,0464385224,INACTIVE,1848.0
MCH1787,Johal And Sons,5942,Books & Stationery,Sole Proprietorship,Chennai,Tamil Nadu,2024-04-09 00:00:00,8096098187,ACTIVE,1495.88
MCH6815,"Borra, Talwar And Jha",4814,Telecommunication Services,Partnership,Jalandhar,Punjab,,0561076238,ACTIVE,750.82
MCH7508,Garg-Deo,5942,Books & Stationery,Partnership,Amritsar,Punjab,2024-11-15 00:00:00,XXXX5011,ACTIVE,1956.49
MCH4434,Andra And Sons,5999,Miscellaneous Retail,Private Limited,Ludhiana,Punjab,2025-02-21 00:35:17,,ACTIVE,233.0
MCH7354,"Chatterjee, Sarna And Handa",5699,Apparel & Clothing,Sole Proprietorship,Bengaluru,Karnataka,2023-10-13 16:44:55,,ACTIVE,728.0
MCH2296,Buch Ltd,4131,Transportation,Partnership,Ludhiana,Punjab,2023-06-19 12:35:26,XXXX9780,ACTIVE,8012.35
MCH3552,"Morar, Ahuja And Ravel",5942,Books & Stationery,Sole Proprietorship,Pune,Maharashtra,2024-08-03 00:00:00,4264827743,ACTIVE,8846.0
MCH8288,Kakar-Sood,5311,Department Stores,Private Limited,Bengaluru,Karnataka,2024-05-04 00:00:00,1654192370,ACTIVE,1556.66
MCH5339,"Vaidya, Hari And Mistry",5999,Miscellaneous Retail,Individual,Delhi,Delhi,2024-08-07 00:00:00,5298779846,ACTIVE,514.42
MCH2268,"Verma, Aurora And De",5999,Miscellaneous Retail,Private Limited,Jalandhar,Punjab,,NBDA6083922141930,ACTIVE,995.42
MCH9706,"Mohan, Sahni And Doctor",5699,Apparel & Clothing,Partnership,Lucknow,Uttar Pradesh,2023-10-26 00:00:00,,ACTIVE,
MCH1428,De-Natarajan,4131,Transportation,Individual,Mumbai,Maharashtra,2025-12-30 00:00:00,IPNL0786549644750,ACTIVE,1289.0
MCH5955,"Rana, Mangat And De",4814,Telecommunication Services,Sole Proprietorship,Kolkata,West Bengal,2025-02-05 00:00:00,XXXX7902,ACTIVE,1491.64
MCH6667,Konda-Jain,5912,Pharmacies & Healthcare,Sole Proprietorship,Hyderabad,Telangana,2024-10-16 00:00:00,,ACTIVE,2831.62
MCH2486,"Mohanty, Iyer And Sharma",7011,Hotels & Lodging,Individual,Chennai,Tamil Nadu,2023-10-23 21:00:00,FCPB2927426048520,ACTIVE,2266.0
MCH7387,Lad-Comar,5812,Restaurants & Dining,Sole Proprietorship,Jalandhar,Punjab,2025-02-25 03:44:32,DFES3088920437736,ACTIVE,4968.31
MCH7891,Bakshi Plc,5411,Grocery Stores,Individual,Bengaluru,Karnataka,2024-02-03 20:11:00,5025889978,ACTIVE,3419.67
MCH2523,Sarma Inc,5999,Miscellaneous Retail,Individual,Kolkata,West Bengal,2025-09-05 00:00:00,,ACTIVE,2146.62
